NORP,Count,Network,Year
americans,32594,FoxNews,2022
republican,23797,FoxNews,2022
democrat,14238,FoxNews,2022
sean,13576,FoxNews,2022
russians,11506,FoxNews,2022
chinese,9243,FoxNews,2022
democratic,4635,FoxNews,2022
hispanic,2736,FoxNews,2022
european,2452,FoxNews,2022
british,2397,FoxNews,2022
jewish,2140,FoxNews,2022
mexican,2122,FoxNews,2022
christian,1760,FoxNews,2022
french,1514,FoxNews,2022
canadian,1503,FoxNews,2022
ukrainian,1413,FoxNews,2022
polish,1226,FoxNews,2022
iranian,1226,FoxNews,2022
christians,1191,FoxNews,2022
soviet,1086,FoxNews,2022
statin,1033,FoxNews,2022
jews,977,FoxNews,2022
hispanics,965,FoxNews,2022
communist,936,FoxNews,2022
hawaiian,921,FoxNews,2022
german,811,FoxNews,2022
asian,772,FoxNews,2022
europeans,741,FoxNews,2022
cyp3a4,740,FoxNews,2022
afghan,734,FoxNews,2022
iranians,718,FoxNews,2022
saudi,701,FoxNews,2022
catholic,611,FoxNews,2022
italian,592,FoxNews,2022
ian,573,FoxNews,2022
african-american,552,FoxNews,2022
japanese,522,FoxNews,2022
african,510,FoxNews,2022
australian,504,FoxNews,2022
dems,500,FoxNews,2022
californians,461,FoxNews,2022
germans,456,FoxNews,2022
creepy,453,FoxNews,2022
israeli,420,FoxNews,2022
spanish,408,FoxNews,2022
indian,371,FoxNews,2022
american,49026,FoxNews,2021
democrats,48535,FoxNews,2021
americans,41576,FoxNews,2021
republicans,31157,FoxNews,2021
republican,20893,FoxNews,2021
sean,17909,FoxNews,2021
democrat,11937,FoxNews,2021
chinese,8364,FoxNews,2021
afghan,7263,FoxNews,2021
democratic,4847,FoxNews,2021
russian,4500,FoxNews,2021
afghans,3003,FoxNews,2021
mexican,1960,FoxNews,2021
french,1707,FoxNews,2021
jewish,1616,FoxNews,2021
israeli,1444,FoxNews,2021
jews,1397,FoxNews,2021
british,1364,FoxNews,2021
hispanic,1306,FoxNews,2021
iranian,1284,FoxNews,2021
russians,1284,FoxNews,2021
cuban,1270,FoxNews,2021
asian,1267,FoxNews,2021
marxist,1253,FoxNews,2021
christian,1204,FoxNews,2021
christians,1162,FoxNews,2021
african-american,1160,FoxNews,2021
communist,1033,FoxNews,2021
hawaiian,979,FoxNews,2021
european,941,FoxNews,2021
african-americans,792,FoxNews,2021
islamic,732,FoxNews,2021
texans,731,FoxNews,2021
palestinians,680,FoxNews,2021
palestinian,668,FoxNews,2021
catholic,663,FoxNews,2021
iranians,662,FoxNews,2021
haitian,654,FoxNews,2021
spanish,623,FoxNews,2021
israelis,602,FoxNews,2021
african,559,FoxNews,2021
muslim,527,FoxNews,2021
creepy,504,FoxNews,2021
canadian,497,FoxNews,2021
italian,487,FoxNews,2021
german,485,FoxNews,2021
soviet,448,FoxNews,2021
anti-american,423,FoxNews,2021
cubans,420,FoxNews,2021
hispanics,417,FoxNews,2021
american,46880,FoxNews,2023
democrats,33092,FoxNews,2023
republicans,32380,FoxNews,2023
americans,31151,FoxNews,2023
republican,22614,FoxNews,2023
chinese,15980,FoxNews,2023
sean,13031,FoxNews,2023
israeli,12409,FoxNews,2023
democrat,10857,FoxNews,2023
russian,8509,FoxNews,2023
jewish,6572,FoxNews,2023
israelis,5913,FoxNews,2023
palestinian,4442,FoxNews,2023
democratic,3673,FoxNews,2023
jews,3618,FoxNews,2023
palestinians,3426,FoxNews,2023
iranian,3257,FoxNews,2023
mexican,2934,FoxNews,2023
christian,2767,FoxNews,2023
russians,2700,FoxNews,2023
christians,1866,FoxNews,2023
creepy,1676,FoxNews,2023
french,1421,FoxNews,2023
iranians,1316,FoxNews,2023
british,1223,FoxNews,2023
arab,1217,FoxNews,2023
canadian,1147,FoxNews,2023
muslim,1108,FoxNews,2023
communist,1060,FoxNews,2023
hispanic,982,FoxNews,2023
asian,922,FoxNews,2023
pro-palestinian,920,FoxNews,2023
islamic,890,FoxNews,2023
european,879,FoxNews,2023
hawaiian,781,FoxNews,2023
soviet,678,FoxNews,2023
catholic,661,FoxNews,2023
african-american,659,FoxNews,2023
african,618,FoxNews,2023
german,584,FoxNews,2023
marxist,548,FoxNews,2023
jean,518,FoxNews,2023
saudi,505,FoxNews,2023
indian,500,FoxNews,2023
afghan,495,FoxNews,2023
japanese,492,FoxNews,2023
italian,488,FoxNews,2023
muslims,454,FoxNews,2023
australian,409,FoxNews,2023
african-americans,408,FoxNews,2023
american,20457,FoxNews,2024
democrats,18429,FoxNews,2024
americans,14038,FoxNews,2024
republicans,13228,FoxNews,2024
republican,10588,FoxNews,2024
democrat,6152,FoxNews,2024
sean,5620,FoxNews,2024
jewish,4338,FoxNews,2024
israeli,4092,FoxNews,2024
chinese,3785,FoxNews,2024
iranian,2758,FoxNews,2024
russian,2508,FoxNews,2024
israelis,2059,FoxNews,2024
jews,1911,FoxNews,2024
palestinian,1911,FoxNews,2024
democratic,1573,FoxNews,2024
creepy,1299,FoxNews,2024
palestinians,1299,FoxNews,2024
hispanic,1242,FoxNews,2024
christian,1078,FoxNews,2024
christians,954,FoxNews,2024
iranians,887,FoxNews,2024
french,769,FoxNews,2024
mexican,692,FoxNews,2024
pro-palestinian,667,FoxNews,2024
arab,615,FoxNews,2024
british,595,FoxNews,2024
russians,588,FoxNews,2024
hispanics,462,FoxNews,2024
islamic,460,FoxNews,2024
muslim,406,FoxNews,2024
european,379,FoxNews,2024
african-american,353,FoxNews,2024
dems,348,FoxNews,2024
italian,336,FoxNews,2024
african-americans,335,FoxNews,2024
marxist,313,FoxNews,2024
spanish,302,FoxNews,2024
willis,291,FoxNews,2024
soviet,291,FoxNews,2024
asian,291,FoxNews,2024
african,281,FoxNews,2024
german,281,FoxNews,2024
catholic,272,FoxNews,2024
anti-american,243,FoxNews,2024
haitian,241,FoxNews,2024
communist,237,FoxNews,2024
r.,232,FoxNews,2024
irish,232,FoxNews,2024
japanese,218,FoxNews,2024
american,29904,FoxNews,2016
republican,29364,FoxNews,2016
republicans,24569,FoxNews,2016
democrats,22386,FoxNews,2016
americans,18518,FoxNews,2016
democrat,6177,FoxNews,2016
islamic,4936,FoxNews,2016
democratic,4763,FoxNews,2016
russian,4619,FoxNews,2016
sean,4596,FoxNews,2016
muslim,3948,FoxNews,2016
african-american,3758,FoxNews,2016
muslims,3058,FoxNews,2016
russians,2985,FoxNews,2016
hispanic,2275,FoxNews,2016
syrian,2256,FoxNews,2016
african-americans,2050,FoxNews,2016
mexican,2005,FoxNews,2016
british,1868,FoxNews,2016
iranian,1854,FoxNews,2016
european,1819,FoxNews,2016
chinese,1756,FoxNews,2016
iraqi,1700,FoxNews,2016
french,1684,FoxNews,2016
christian,1611,FoxNews,2016
christians,1237,FoxNews,2016
iranians,1222,FoxNews,2016
islam,1215,FoxNews,2016
cuban,1177,FoxNews,2016
german,1128,FoxNews,2016
israeli,1102,FoxNews,2016
italian,1095,FoxNews,2016
hispanics,1045,FoxNews,2016
african,879,FoxNews,2016
jewish,755,FoxNews,2016
egyptian,671,FoxNews,2016
canadian,584,FoxNews,2016
jews,562,FoxNews,2016
spanish,560,FoxNews,2016
afghan,548,FoxNews,2016
asian,514,FoxNews,2016
japanese,512,FoxNews,2016
catholic,505,FoxNews,2016
arab,503,FoxNews,2016
palestinians,501,FoxNews,2016
turkish,490,FoxNews,2016
belgian,478,FoxNews,2016
palestinian,466,FoxNews,2016
kurdish,458,FoxNews,2016
israelis,455,FoxNews,2016
american,31738,FoxNews,2012
republicans,23261,FoxNews,2012
americans,21562,FoxNews,2012
republican,18729,FoxNews,2012
democrats,17606,FoxNews,2012
sean,12252,FoxNews,2012
democrat,4855,FoxNews,2012
muslim,3884,FoxNews,2012
syrian,3595,FoxNews,2012
afghan,3230,FoxNews,2012
iranian,2947,FoxNews,2012
democratic,2460,FoxNews,2012
israeli,2420,FoxNews,2012
christian,2401,FoxNews,2012
chinese,2170,FoxNews,2012
iranians,2051,FoxNews,2012
hispanic,2000,FoxNews,2012
catholic,1955,FoxNews,2012
british,1934,FoxNews,2012
french,1820,FoxNews,2012
european,1461,FoxNews,2012
arab,1424,FoxNews,2012
russian,1350,FoxNews,2012
israelis,1336,FoxNews,2012
islamic,1225,FoxNews,2012
african-american,1178,FoxNews,2012
jewish,1167,FoxNews,2012
german,1147,FoxNews,2012
muslims,1129,FoxNews,2012
egyptian,1126,FoxNews,2012
mexican,1064,FoxNews,2012
christians,1031,FoxNews,2012
russians,922,FoxNews,2012
italian,902,FoxNews,2012
libyan,818,FoxNews,2012
pakistani,782,FoxNews,2012
japanese,749,FoxNews,2012
afghans,726,FoxNews,2012
spanish,724,FoxNews,2012
hispanics,678,FoxNews,2012
african-americans,611,FoxNews,2012
canadian,595,FoxNews,2012
anti-american,579,FoxNews,2012
greek,576,FoxNews,2012
islam,530,FoxNews,2012
juliet,475,FoxNews,2012
catholics,447,FoxNews,2012
palestinian,413,FoxNews,2012
indian,381,FoxNews,2012
syrians,372,FoxNews,2012
american,31750,FoxNews,2013
republicans,28909,FoxNews,2013
americans,25710,FoxNews,2013
democrats,17497,FoxNews,2013
republican,13488,FoxNews,2013
sean,9954,FoxNews,2013
muslim,4477,FoxNews,2013
democrat,4183,FoxNews,2013
syrian,3424,FoxNews,2013
russian,2761,FoxNews,2013
democratic,2619,FoxNews,2013
british,2496,FoxNews,2013
chinese,2435,FoxNews,2013
christian,2430,FoxNews,2013
french,2151,FoxNews,2013
russians,2070,FoxNews,2013
iranian,1819,FoxNews,2013
israeli,1621,FoxNews,2013
christians,1472,FoxNews,2013
islamic,1432,FoxNews,2013
german,1383,FoxNews,2013
iranians,1332,FoxNews,2013
egyptian,1278,FoxNews,2013
african-american,1256,FoxNews,2013
muslims,1150,FoxNews,2013
hispanic,1116,FoxNews,2013
israelis,1060,FoxNews,2013
afghan,1036,FoxNews,2013
arab,898,FoxNews,2013
north korean,836,FoxNews,2013
italian,831,FoxNews,2013
jewish,770,FoxNews,2013
mexican,763,FoxNews,2013
japanese,749,FoxNews,2013
syrians,721,FoxNews,2013
greek,681,FoxNews,2013
european,681,FoxNews,2013
catholic,629,FoxNews,2013
african-americans,628,FoxNews,2013
islam,624,FoxNews,2013
canadian,605,FoxNews,2013
islamist,550,FoxNews,2013
libyan,544,FoxNews,2013
creepy,487,FoxNews,2013
palestinian,485,FoxNews,2013
african,481,FoxNews,2013
korean,461,FoxNews,2013
spanish,435,FoxNews,2013
north koreans,433,FoxNews,2013
palestinians,433,FoxNews,2013
democrats,43491,FoxNews,2017
american,40570,FoxNews,2017
republicans,36615,FoxNews,2017
republican,21376,FoxNews,2017
sean,20654,FoxNews,2017
americans,19059,FoxNews,2017
russian,18185,FoxNews,2017
russians,9508,FoxNews,2017
democrat,8361,FoxNews,2017
chinese,4920,FoxNews,2017
democratic,4362,FoxNews,2017
muslim,4074,FoxNews,2017
north korean,3334,FoxNews,2017
islamic,3065,FoxNews,2017
british,2630,FoxNews,2017
syrian,2335,FoxNews,2017
french,1933,FoxNews,2017
muslims,1906,FoxNews,2017
iranian,1732,FoxNews,2017
christian,1492,FoxNews,2017
israeli,1378,FoxNews,2017
european,1239,FoxNews,2017
north koreans,1237,FoxNews,2017
iraqi,1155,FoxNews,2017
iranians,1154,FoxNews,2017
christians,1153,FoxNews,2017
mexican,1150,FoxNews,2017
korean,1113,FoxNews,2017
japanese,1103,FoxNews,2017
afghan,989,FoxNews,2017
arab,984,FoxNews,2017
palestinians,973,FoxNews,2017
german,889,FoxNews,2017
jewish,881,FoxNews,2017
koreans,850,FoxNews,2017
south korean,827,FoxNews,2017
african-american,798,FoxNews,2017
palestinian,795,FoxNews,2017
islam,750,FoxNews,2017
cuban,739,FoxNews,2017
canadian,697,FoxNews,2017
israelis,686,FoxNews,2017
hispanic,650,FoxNews,2017
spanish,572,FoxNews,2017
texans,549,FoxNews,2017
italian,525,FoxNews,2017
saudi,492,FoxNews,2017
asian,454,FoxNews,2017
australian,421,FoxNews,2017
african,403,FoxNews,2017
democrats,56452,FoxNews,2020
american,52571,FoxNews,2020
americans,38180,FoxNews,2020
republicans,27715,FoxNews,2020
republican,19676,FoxNews,2020
sean,18676,FoxNews,2020
democrat,13343,FoxNews,2020
chinese,12162,FoxNews,2020
democratic,8150,FoxNews,2020
russian,6588,FoxNews,2020
iranian,4110,FoxNews,2020
african-american,3906,FoxNews,2020
hispanic,2175,FoxNews,2020
russians,2167,FoxNews,2020
african-americans,2086,FoxNews,2020
iranians,1746,FoxNews,2020
british,1429,FoxNews,2020
jewish,1249,FoxNews,2020
jews,1205,FoxNews,2020
christian,1135,FoxNews,2020
iraqi,1132,FoxNews,2020
christians,1113,FoxNews,2020
french,988,FoxNews,2020
catholic,971,FoxNews,2020
european,956,FoxNews,2020
israeli,908,FoxNews,2020
african,824,FoxNews,2020
afghan,759,FoxNews,2020
communist,744,FoxNews,2020
arab,666,FoxNews,2020
spanish,641,FoxNews,2020
palestinians,636,FoxNews,2020
hispanics,629,FoxNews,2020
marxist,557,FoxNews,2020
socialists,530,FoxNews,2020
indian,526,FoxNews,2020
asian,501,FoxNews,2020
hawaiian,482,FoxNews,2020
soviet,433,FoxNews,2020
islamic,432,FoxNews,2020
israelis,430,FoxNews,2020
mexican,427,FoxNews,2020
cuban,427,FoxNews,2020
muslim,419,FoxNews,2020
palestinian,419,FoxNews,2020
italian,418,FoxNews,2020
dems,414,FoxNews,2020
adrian,413,FoxNews,2020
japanese,411,FoxNews,2020
german,402,FoxNews,2020
democrats,67615,FoxNews,2018
american,38844,FoxNews,2018
republicans,38420,FoxNews,2018
republican,24450,FoxNews,2018
sean,19636,FoxNews,2018
americans,17841,FoxNews,2018
russian,15618,FoxNews,2018
democrat,13414,FoxNews,2018
russians,8015,FoxNews,2018
democratic,7034,FoxNews,2018
chinese,4922,FoxNews,2018
north korean,4034,FoxNews,2018
iranian,3073,FoxNews,2018
french,2256,FoxNews,2018
british,2182,FoxNews,2018
european,2021,FoxNews,2018
mexican,1955,FoxNews,2018
syrian,1920,FoxNews,2018
saudi,1915,FoxNews,2018
israeli,1791,FoxNews,2018
korean,1690,FoxNews,2018
christian,1585,FoxNews,2018
north koreans,1579,FoxNews,2018
african-american,1396,FoxNews,2018
iranians,1389,FoxNews,2018
jewish,1306,FoxNews,2018
south korean,1266,FoxNews,2018
hispanic,1204,FoxNews,2018
koreans,1179,FoxNews,2018
palestinians,965,FoxNews,2018
muslim,891,FoxNews,2018
african-americans,826,FoxNews,2018
europeans,826,FoxNews,2018
german,825,FoxNews,2018
christians,812,FoxNews,2018
canadian,767,FoxNews,2018
japanese,704,FoxNews,2018
jews,688,FoxNews,2018
islamic,686,FoxNews,2018
turkish,644,FoxNews,2018
israelis,621,FoxNews,2018
italian,619,FoxNews,2018
asian,578,FoxNews,2018
dems,568,FoxNews,2018
palestinian,541,FoxNews,2018
afghan,501,FoxNews,2018
soviet,478,FoxNews,2018
creepy,463,FoxNews,2018
african,434,FoxNews,2018
south koreans,396,FoxNews,2018
american,34057,FoxNews,2014
republicans,24673,FoxNews,2014
americans,23372,FoxNews,2014
democrats,21443,FoxNews,2014
republican,14259,FoxNews,2014
russian,8410,FoxNews,2014
democrat,5329,FoxNews,2014
islamic,5209,FoxNews,2014
iraqi,4486,FoxNews,2014
israeli,3860,FoxNews,2014
sean,3840,FoxNews,2014
malaysian,3430,FoxNews,2014
muslim,3246,FoxNews,2014
russians,2864,FoxNews,2014
democratic,2854,FoxNews,2014
british,2672,FoxNews,2014
chinese,2550,FoxNews,2014
syrian,2547,FoxNews,2014
christian,2451,FoxNews,2014
christians,2236,FoxNews,2014
mexican,2219,FoxNews,2014
islam,1805,FoxNews,2014
muslims,1769,FoxNews,2014
indian,1684,FoxNews,2014
european,1560,FoxNews,2014
israelis,1453,FoxNews,2014
palestinian,1448,FoxNews,2014
arab,1435,FoxNews,2014
palestinians,1414,FoxNews,2014
kurdish,1388,FoxNews,2014
french,1374,FoxNews,2014
african-american,1366,FoxNews,2014
afghan,1248,FoxNews,2014
iraqis,1234,FoxNews,2014
iranian,1159,FoxNews,2014
sunni,1158,FoxNews,2014
jewish,1048,FoxNews,2014
kurds,1024,FoxNews,2014
canadian,1020,FoxNews,2014
australian,971,FoxNews,2014
iranians,969,FoxNews,2014
german,933,FoxNews,2014
hispanic,889,FoxNews,2014
pro-russian,795,FoxNews,2014
europeans,791,FoxNews,2014
cuban,767,FoxNews,2014
italian,746,FoxNews,2014
african-americans,706,FoxNews,2014
jews,676,FoxNews,2014
creepy,662,FoxNews,2014
