ORG,Count,Network,Year
intel,1121,FoxNews,2022
cabenuva,1087,FoxNews,2022
the chinese communist party,995,FoxNews,2022
harris,967,FoxNews,2022
merrill,961,FoxNews,2022
lincoln,918,FoxNews,2022
cbs,808,FoxNews,2022
sec,796,FoxNews,2022
humana,787,FoxNews,2022
chevrolet,772,FoxNews,2022
the state department,755,FoxNews,2022
this white house,754,FoxNews,2022
abc,750,FoxNews,2022
the white house,11022,FoxNews,2024
hamas,9261,FoxNews,2024
congress,8085,FoxNews,2024
fox news,7026,FoxNews,2024
senate,6666,FoxNews,2024
the supreme court,3431,FoxNews,2024
fbi,3273,FoxNews,2024
cnn,2766,FoxNews,2024
fox,2671,FoxNews,2024
google,2639,FoxNews,2024
white house,2303,FoxNews,2024
capitol hill,2026,FoxNews,2024
supreme court,1962,FoxNews,2024
gop,1638,FoxNews,2024
nikki haley,1580,FoxNews,2024
the democratic party,1558,FoxNews,2024
hezbollah,1457,FoxNews,2024
fox & friends',1438,FoxNews,2024
house,1414,FoxNews,2024
the republican party,1382,FoxNews,2024
harvard,1214,FoxNews,2024
pentagon,1146,FoxNews,2024
boeing,1142,FoxNews,2024
msnbc,1069,FoxNews,2024
columbia university,1007,FoxNews,2024
cia,955,FoxNews,2024
hoo,888,FoxNews,2024
fda,882,FoxNews,2024
columbia,864,FoxNews,2024
nato,850,FoxNews,2024
the justice department,837,FoxNews,2024
nikki,822,FoxNews,2024
nbc,784,FoxNews,2024
un,765,FoxNews,2024
the democrat party,759,FoxNews,2024
♪ liberty,694,FoxNews,2024
the new york times,655,FoxNews,2024
fed,654,FoxNews,2024
navy,652,FoxNews,2024
medicare,597,FoxNews,2024
state,574,FoxNews,2024
npr,570,FoxNews,2024
fox & friends,569,FoxNews,2024
the department of justice,560,FoxNews,2024
♪ safelite repair,549,FoxNews,2024
irs,548,FoxNews,2024
nyu,544,FoxNews,2024
harris,475,FoxNews,2024
neoplasia syndrome type,453,FoxNews,2024
abc,438,FoxNews,2024
hamas,29321,FoxNews,2023
the white house,25256,FoxNews,2023
congress,19361,FoxNews,2023
fbi,18089,FoxNews,2023
fox news,14113,FoxNews,2023
senate,10526,FoxNews,2023
fox,6400,FoxNews,2023
gop,5278,FoxNews,2023
hezbollah,5046,FoxNews,2023
white house,4885,FoxNews,2023
irs,4738,FoxNews,2023
capitol hill,4601,FoxNews,2023
medicare,4446,FoxNews,2023
pentagon,4034,FoxNews,2023
house,3954,FoxNews,2023
the supreme court,3924,FoxNews,2023
cnn,3603,FoxNews,2023
the democratic party,2863,FoxNews,2023
the justice department,2822,FoxNews,2023
harvard,2726,FoxNews,2023
the republican party,2619,FoxNews,2023
google,2392,FoxNews,2023
nato,2321,FoxNews,2023
supreme court,2312,FoxNews,2023
the department of justice,2185,FoxNews,2023
cia,2079,FoxNews,2023
fda,2062,FoxNews,2023
fed,2057,FoxNews,2023
fox & friends',1856,FoxNews,2023
intel,1695,FoxNews,2023
state,1558,FoxNews,2023
humana,1497,FoxNews,2023
navy,1362,FoxNews,2023
ccp,1340,FoxNews,2023
dexcom,1321,FoxNews,2023
un,1308,FoxNews,2023
msnbc,1288,FoxNews,2023
♪ safelite repair,1271,FoxNews,2023
weiss,1263,FoxNews,2023
taliban,1224,FoxNews,2023
the chinese communist party,1214,FoxNews,2023
neoplasia syndrome type,1163,FoxNews,2023
nikki haley,1148,FoxNews,2023
ford,1094,FoxNews,2023
the democrat party,1047,FoxNews,2023
epa,1036,FoxNews,2023
the new york times,985,FoxNews,2023
hoo,924,FoxNews,2023
harris,916,FoxNews,2023
the house of representatives,911,FoxNews,2023
